Year Month Day Hour Minute Second Lon lat Raw_mag Diurnal Raw_mag-Diurnal
2014.0000 8.0000 31.0000 17.0000 46.0000 39.2424 -140.0012 75.8161 57694.6597 -53.7644 57748.4
2014.0000 8.0000 31.0000 17.0000 47.0000 49.0339 -140.0030 75.8163 57693.9848 -54.7617 57748.7
2014.0000 8.0000 31.0000 17.0000 48.3915 35.8569 -140.0048 75.8164 57693.2806 -55.7065 57749
2014.0000 8.0000 31.0000 17.0000 50.0000 10.9921 -140.0066 75.8164 57692.4663 -56.5918 57749.1
2014.0000 8.0000 31.0000 17.0000 51.0000 14.1991 -140.0084 75.8165 57691.5990 -57.3457 57748.9
2014.0000 8.0000 31.0000 17.0000 52.0000 18.2739 -140.0102 75.8165 57690.6506 -58.0600 57748.7
2014.0000 8.0000 31.0000 17.0000 53.0000 17.8110 -140.0120 75.8166 57689.8174 -58.6740 57748.5
2014.0000 8.0000 31.0000 17.0000 54.0000 18.3747 -140.0138 75.8166 57689.1096 -59.2863 57748.4
2014.0000 8.0000 31.0000 17.0000 55.0000 20.2014 -140.0157 75.8167 57688.6359 -59.8926 57748.5
2014.0000 8.0000 31.0000 17.0000 56.0000 25.4410 -140.0175 75.8167 57688.2872 -60.5134 57748.8
2014.0000 8.0000 31.0000 17.0000 57.0000 30.3597 -140.0193 75.8167 57687.9907 -61.0987 57749.1
2014.0000 8.0000 31.0000 17.0000 58.0000 37.1820 -140.0211 75.8168 57687.8015 -61.6628 57749.5
2014.0000 8.0000 31.0000 17.0000 59.0000 39.7683 -140.0229 75.8168 57687.6581 -62.1469 57749.8
2014.0000 8.0000 31.0000 18.0000 0.0000 42.1579 -140.0247 75.8169 57687.6232 -62.5635 57750.2
2014.0000 8.0000 31.0000 18.0000 1.0000 45.3786 -140.0266 75.8169 57687.6730 -62.9215 57750.6
2014.0000 8.0000 31.0000 18.0000 2.0000 43.6672 -140.0284 75.8169 57687.8112 -63.2030 57751
2014.0000 8.0000 31.0000 18.0000 3.0000 44.5749 -140.0302 75.8170 57688.0450 -63.4676 57751.5
2014.0000 8.0000 31.0000 18.0000 4.0000 46.1990 -140.0320 75.8170 57688.2934 -63.7111 57752
2014.0000 8.0000 31.0000 18.0000 5.0000 44.8760 -140.0338 75.8170 57688.5834 -63.9048 57752.5
2014.0000 8.0000 31.0000 18.0000 6.0000 44.5992 -140.0357 75.8171 57688.9177 -64.0565 57753
2014.0000 8.0000 31.0000 18.0000 7.0000 41.5573 -140.0375 75.8171 57689.2281 -64.1811 57753.4
2014.0000 8.0000 31.0000 18.0000 8.0000 36.0957 -140.0393 75.8171 57689.6559 -64.3088 57754
2014.0000 8.0000 31.0000 18.0000 9.0000 31.6096 -140.0411 75.8172 57690.1309 -64.4404 57754.6
2014.0000 8.0000 31.0000 18.0000 10.0000 23.6462 -140.0429 75.8171 57690.6062 -64.5489 57755.2
2014.0000 8.0000 31.0000 18.0000 11.0000 15.6180 -140.0447 75.8170 57691.0625 -64.6698 57755.7
2014.0000 8.0000 31.0000 18.0000 12.0000 7.6723 -140.0465 75.8170 57691.5881 -64.7954 57756.4
2014.0000 8.0000 31.0000 18.0000 12.2113 46.3197 -140.0483 75.8169 57692.1266 -64.9156 57757
2014.0000 8.0000 31.0000 18.0000 13.0000 48.6345 -140.0502 75.8169 57692.6587 -65.0338 57757.7
2014.0000 8.0000 31.0000 18.0000 14.0608 47.9148 -140.0520 75.8169 57693.2271 -65.2018 57758.4
2014.0000 8.0000 31.0000 18.0000 16.0000 14.3126 -140.0538 75.8170 57693.8107 -65.4868 57759.3
2014.0000 8.0000 31.0000 18.0000 17.0000 10.3948 -140.0556 75.8170 57694.3461 -65.7089 57760.1
2014.0000 8.0000 31.0000 18.0000 17.0000 47.5682 -140.0573 75.8172 57694.8999 -65.8503 57760.8
2014.0000 8.0000 31.0000 18.0000 18.0000 21.1980 -140.0589 75.8174 57695.5214 -65.9768 57761.5
2014.0000 8.0000 31.0000 18.0000 18.0913 50.4524 -140.0605 75.8176 57696.1086 -66.1018 57762.2
2014.0000 8.0000 31.0000 18.0000 19.0000 29.2000 -140.0622 75.8178 57696.6975 -66.2215 57762.9
2014.0000 8.0000 31.0000 18.0000 19.7359 18.4802 -140.0640 75.8179 57697.2670 -66.3428 57763.6
2014.0000 8.0000 31.0000 18.0000 20.0000 39.8730 -140.0658 75.8180 57697.8490 -66.4792 57764.3
2014.0000 8.0000 31.0000 18.0000 21.0000 18.5731 -140.0676 75.8181 57698.4084 -66.6267 57765
2014.0000 8.0000 31.0000 18.0000 21.0000 55.3086 -140.0694 75.8181 57698.9404 -66.7868 57765.7
2014.0000 8.0000 31.0000 18.0000 22.0000 32.8608 -140.0712 75.8181 57699.5095 -66.9654 57766.5
2014.0000 8.0000 31.0000 18.0000 23.0000 12.1384 -140.0730 75.8181 57699.9893 -67.1598 57767.1
2014.0000 8.0000 31.0000 18.0000 23.0000 48.8181 -140.0749 75.8180 57700.5830 -67.3397 57767.9
2014.0000 8.0000 31.0000 18.0000 24.0000 25.4714 -140.0767 75.8179 57701.0602 -67.5139 57768.6
2014.0000 8.0000 31.0000 18.0000 24.5065 31.7418 -140.0784 75.8178 57701.5407 -67.6997 57769.2
2014.0000 8.0000 31.0000 18.0000 25.0000 38.6170 -140.0800 75.8176 57702.0256 -67.8892 57769.9
2014.0000 8.0000 31.0000 18.0000 26.0000 13.9456 -140.0818 75.8175 57702.5800 -68.0870 57770.7
2014.0000 8.0000 31.0000 18.0000 26.0000 48.6516 -140.0836 75.8174 57703.1533 -68.2728 57771.4
2014.0000 8.0000 31.0000 18.0000 27.0000 23.1404 -140.0854 75.8173 57703.7724 -68.4511 57772.2
2014.0000 8.0000 31.0000 18.0000 27.0937 54.2343 -140.0872 75.8173 57704.3844 -68.5911 57773
2014.0000 8.0000 31.0000 18.0000 28.0000 39.0024 -140.0890 75.8173 57705.0057 -68.7118 57773.7
2014.0000 8.0000 31.0000 18.0000 29.0000 18.7399 -140.0909 75.8173 57705.6138 -68.7769 57774.4
2014.0000 8.0000 31.0000 18.0000 29.0000 52.4845 -140.0927 75.8173 57706.2192 -68.8184 57775
2014.0000 8.0000 31.0000 18.0000 30.0000 25.0358 -140.0945 75.8174 57706.8672 -68.8446 57775.7
2014.0000 8.0000 31.0000 18.0000 30.0302 57.1707 -140.0963 75.8174 57707.3863 -68.8679 57776.3
2014.0000 8.0000 31.0000 18.0000 31.0000 35.8810 -140.0981 75.8175 57707.9944 -68.8861 57776.9
2014.0000 8.0000 31.0000 18.0000 32.0000 12.3010 -140.0999 75.8176 57708.4895 -68.9025 57777.4
2014.0000 8.0000 31.0000 18.0000 32.0000 48.8950 -140.1017 75.8177 57709.0603 -68.9095 57778
2014.0000 8.0000 31.0000 18.0000 33.0000 24.3071 -140.1034 75.8178 57709.5807 -68.9102 57778.5
2014.0000 8.0000 31.0000 18.0000 33.0004 58.0923 -140.1052 75.8179 57710.1123 -68.8846 57779
2014.0000 8.0000 31.0000 18.0000 34.0000 29.9813 -140.1069 75.8181 57710.6772 -68.8417 57779.5
2014.0000 8.0000 31.0000 18.0000 34.2101 48.3083 -140.1087 75.8182 57711.2848 -68.7841 57780.1
2014.0000 8.0000 31.0000 18.0000 35.0000 31.2600 -140.1104 75.8183 57711.8493 -68.7184 57780.6
2014.0000 8.0000 31.0000 18.0000 35.2861 44.3599 -140.1121 75.8185 57712.4310 -68.6351 57781.1
2014.0000 8.0000 31.0000 18.0000 36.0000 32.1011 -140.1139 75.8186 57713.0895 -68.5491 57781.6
2014.0000 8.0000 31.0000 18.0000 36.3651 40.1256 -140.1154 75.8189 57713.7061 -68.4396 57782.1
2014.0000 8.0000 31.0000 18.0000 37.0000 33.3418 -140.1169 75.8191 57714.3338 -68.3190 57782.7
2014.0000 8.0000 31.0000 18.0000 37.8084 16.7720 -140.1184 75.8194 57714.9510 -68.1870 57783.1
2014.0000 8.0000 31.0000 18.0000 38.0000 37.3342 -140.1201 75.8196 57715.5658 -68.0560 57783.6
2014.0000 8.0000 31.0000 18.0000 39.0000 9.5705 -140.1217 75.8198 57716.1420 -67.9185 57784.1
2014.0000 8.0000 31.0000 18.0000 39.0000 46.1246 -140.1234 75.8199 57716.8015 -67.7577 57784.6
2014.0000 8.0000 31.0000 18.0000 40.0000 25.3332 -140.1251 75.8201 57717.4653 -67.5487 57785
2014.0000 8.0000 31.0000 18.0000 40.6698 23.9874 -140.1268 75.8202 57718.1686 -67.3451 57785.5
2014.0000 8.0000 31.0000 18.0000 41.0000 44.6612 -140.1286 75.8203 57718.8845 -67.1309 57786
2014.0000 8.0000 31.0000 18.0000 42.0000 26.0872 -140.1304 75.8204 57719.5804 -66.8952 57786.5
2014.0000 8.0000 31.0000 18.0000 43.0000 8.5568 -140.1322 75.8205 57720.3289 -66.6473 57787
2014.0000 8.0000 31.0000 18.0000 43.0000 51.7414 -140.1340 75.8205 57721.0057 -66.3921 57787.4
2014.0000 8.0000 31.0000 18.0000 44.0000 37.0080 -140.1359 75.8205 57721.7410 -66.1390 57787.9
2014.0000 8.0000 31.0000 18.0000 45.0000 23.6467 -140.1377 75.8206 57722.4100 -65.9014 57788.3
2014.0000 8.0000 31.0000 18.0000 46.0000 12.3087 -140.1395 75.8206 57723.0742 -65.6590 57788.7
2014.0000 8.0000 31.0000 18.0000 46.7611 19.4370 -140.1413 75.8206 57723.6891 -65.3912 57789.1
2014.0000 8.0000 31.0000 18.0000 47.0000 56.1594 -140.1431 75.8206 57724.2529 -65.1151 57789.4
2014.0000 8.0000 31.0000 18.0000 48.0000 50.4598 -140.1450 75.8207 57724.7851 -64.7966 57789.6
2014.0000 8.0000 31.0000 18.0000 49.0000 38.0067 -140.1468 75.8207 57725.3589 -64.5290 57789.9
2014.0000 8.0000 31.0000 18.0000 50.0000 21.6379 -140.1486 75.8207 57725.8839 -64.2750 57790.2
2014.0000 8.0000 31.0000 18.0000 50.7283 20.9600 -140.1504 75.8207 57726.3686 -64.0309 57790.4
2014.0000 8.0000 31.0000 18.0000 51.0000 46.4727 -140.1523 75.8207 57726.8423 -63.8061 57790.6
2014.0000 8.0000 31.0000 18.0000 52.0000 28.2173 -140.1541 75.8207 57727.3256 -63.6103 57790.9
2014.0000 8.0000 31.0000 18.0000 52.9996 7.9252 -140.1559 75.8207 57727.7926 -63.4469 57791.2
2014.0000 8.0000 31.0000 18.0000 53.0000 47.8574 -140.1578 75.8207 57728.1776 -63.3095 57791.5
2014.0000 8.0000 31.0000 18.0000 54.0000 26.7780 -140.1596 75.8207 57728.6334 -63.1763 57791.8
2014.0000 8.0000 31.0000 18.0000 54.8764 13.1620 -140.1614 75.8208 57729.2195 -63.0298 57792.2
2014.0000 8.0000 31.0000 18.0000 55.0000 44.3334 -140.1632 75.8208 57729.8861 -62.8667 57792.8
2014.0000 8.0000 31.0000 18.0000 56.0000 21.6352 -140.1651 75.8208 57730.5783 -62.7411 57793.3
2014.0000 8.0000 31.0000 18.0000 56.1460 51.7648 -140.1669 75.8208 57731.2898 -62.6292 57793.9
2014.0000 8.0000 31.0000 18.0000 57.0000 38.3864 -140.1687 75.8208 57732.0229 -62.5585 57794.6
2014.0000 8.0000 31.0000 18.0000 58.0000 17.0869 -140.1705 75.8208 57732.7073 -62.4656 57795.2
2014.0000 8.0000 31.0000 18.0000 58.0000 53.4475 -140.1724 75.8208 57733.5165 -62.3694 57795.9
2014.0000 8.0000 31.0000 18.0000 59.0000 31.0035 -140.1742 75.8208 57734.3040 -62.2624 57796.6
2014.0000 8.0000 31.0000 19.0000 0.0000 8.6599 -140.1760 75.8208 57735.0147 -62.1612 57797.2
2014.0000 8.0000 31.0000 19.0000 0.0000 44.2917 -140.1778 75.8208 57735.8277 -62.0708 57797.9
2014.0000 8.0000 31.0000 19.0000 1.0000 19.9418 -140.1797 75.8208 57736.6353 -61.9683 57798.6
2014.0000 8.0000 31.0000 19.0000 1.0000 57.2609 -140.1815 75.8208 57737.4507 -61.8577 57799.3
2014.0000 8.0000 31.0000 19.0000 2.0000 35.9201 -140.1833 75.8208 57738.2096 -61.7470 57800
2014.0000 8.0000 31.0000 19.0000 3.0000 19.7300 -140.1852 75.8208 57739.0603 -61.6404 57800.7
2014.0000 8.0000 31.0000 19.0000 4.0000 1.5244 -140.1870 75.8209 57739.8086 -61.5460 57801.4
2014.0000 8.0000 31.0000 19.0000 4.0000 42.4927 -140.1888 75.8209 57740.5547 -61.4114 57802
2014.0000 8.0000 31.0000 19.0000 5.0000 22.9836 -140.1906 75.8210 57741.2727 -61.2327 57802.5
2014.0000 8.0000 31.0000 19.0000 6.0000 3.1401 -140.1924 75.8211 57741.9937 -61.0253 57803
2014.0000 8.0000 31.0000 19.0000 6.0000 43.3999 -140.1942 75.8212 57742.7163 -60.7824 57803.5
2014.0000 8.0000 31.0000 19.0000 7.0000 25.0725 -140.1959 75.8213 57743.3946 -60.5389 57803.9
2014.0000 8.0000 31.0000 19.0000 7.5237 33.8815 -140.1977 75.8213 57743.9132 -60.3158 57804.2
2014.0000 8.0000 31.0000 19.0000 8.0000 42.7912 -140.1995 75.8214 57744.2594 -60.1275 57804.4
2014.0000 8.0000 31.0000 19.0000 9.0000 23.6931 -140.2013 75.8215 57744.4073 -59.8830 57804.3
2014.0000 8.0000 31.0000 19.0000 10.0000 2.2771 -140.2031 75.8216 57744.5352 -59.6256 57804.2
2014.0000 8.0000 31.0000 19.0000 10.0000 39.5289 -140.2049 75.8217 57744.6279 -59.3677 57804
2014.0000 8.0000 31.0000 19.0000 11.0000 17.6789 -140.2067 75.8218 57744.6760 -59.1075 57803.8
2014.0000 8.0000 31.0000 19.0000 11.0018 54.1336 -140.2085 75.8219 57744.7733 -58.8621 57803.6
2014.0000 8.0000 31.0000 19.0000 12.0000 32.4025 -140.2103 75.8220 57744.6811 -58.6002 57803.3
2014.0000 8.0000 31.0000 19.0000 13.0000 9.4898 -140.2121 75.8221 57744.6550 -58.3547 57803
2014.0000 8.0000 31.0000 19.0000 13.0000 44.7836 -140.2138 75.8222 57744.7539 -58.1627 57802.9
2014.0000 8.0000 31.0000 19.0000 14.0000 22.3536 -140.2156 75.8222 57744.7159 -57.9731 57802.7
2014.0000 8.0000 31.0000 19.0000 14.5157 29.2075 -140.2174 75.8223 57744.7630 -57.7962 57802.6
2014.0000 8.0000 31.0000 19.0000 15.0000 36.3034 -140.2192 75.8224 57744.8384 -57.6310 57802.5
2014.0000 8.0000 31.0000 19.0000 16.0000 12.9148 -140.2210 75.8225 57744.9282 -57.4678 57802.4
2014.0000 8.0000 31.0000 19.0000 16.0000 50.8404 -140.2228 75.8226 57744.8873 -57.3115 57802.2
2014.0000 8.0000 31.0000 19.0000 17.0000 26.8896 -140.2245 75.8227 57744.9858 -57.1822 57802.2
2014.0000 8.0000 31.0000 19.0000 17.5093 32.5138 -140.2263 75.8228 57745.0972 -57.0652 57802.2
2014.0000 8.0000 31.0000 19.0000 18.0000 37.4113 -140.2281 75.8229 57745.2855 -56.9493 57802.2
2014.0000 8.0000 31.0000 19.0000 19.0000 14.2581 -140.2299 75.8230 57745.4898 -56.8246 57802.3
2014.0000 8.0000 31.0000 19.0000 19.0000 49.8583 -140.2317 75.8231 57745.6797 -56.7050 57802.4
2014.0000 8.0000 31.0000 19.0000 20.0000 24.3394 -140.2334 75.8232 57745.9018 -56.5844 57802.5
2014.0000 8.0000 31.0000 19.0000 20.2520 46.0996 -140.2352 75.8233 57746.1920 -56.4490 57802.6
2014.0000 8.0000 31.0000 19.0000 21.0000 42.8239 -140.2370 75.8234 57746.4577 -56.2725 57802.7
2014.0000 8.0000 31.0000 19.0000 22.0000 20.3365 -140.2387 75.8236 57746.8233 -56.1217 57802.9
2014.0000 8.0000 31.0000 19.0000 22.0780 54.9851 -140.2405 75.8237 57747.2061 -55.9906 57803.2
2014.0000 8.0000 31.0000 19.0000 23.0000 38.0526 -140.2423 75.8238 57747.5417 -55.8731 57803.4
2014.0000 8.0000 31.0000 19.0000 24.0000 13.3984 -140.2441 75.8239 57747.8777 -55.7706 57803.6
2014.0000 8.0000 31.0000 19.0000 24.0000 51.3152 -140.2458 75.8240 57748.2304 -55.6868 57803.9
2014.0000 8.0000 31.0000 19.0000 25.0000 36.4901 -140.2475 75.8242 57748.5624 -55.5897 57804.2
2014.0000 8.0000 31.0000 19.0000 26.0000 28.5592 -140.2493 75.8243 57748.8972 -55.4776 57804.4
2014.0000 8.0000 31.0000 19.0000 27.0000 18.4683 -140.2510 75.8244 57749.1334 -55.3650 57804.5
2014.0000 8.0000 31.0000 19.0000 27.7782 18.2464 -140.2527 75.8245 57749.4035 -55.2615 57804.7
2014.0000 8.0000 31.0000 19.0000 28.0000 51.8118 -140.2545 75.8247 57749.5668 -55.1747 57804.7
2014.0000 8.0000 31.0000 19.0000 29.0000 34.1240 -140.2563 75.8248 57749.6880 -55.1020 57804.8
2014.0000 8.0000 31.0000 19.0000 30.0000 21.1478 -140.2579 75.8250 57749.7939 -55.0191 57804.8
2014.0000 8.0000 31.0000 19.0000 31.0000 8.8346 -140.2597 75.8251 57749.9848 -54.9122 57804.9
2014.0000 8.0000 31.0000 19.0000 31.0395 53.7868 -140.2614 75.8252 57750.1802 -54.8137 57805
2014.0000 8.0000 31.0000 19.0000 32.0000 41.8043 -140.2632 75.8253 57750.2892 -54.7308 57805
2014.0000 8.0000 31.0000 19.0000 33.0000 28.1116 -140.2649 75.8255 57750.3856 -54.6592 57805
2014.0000 8.0000 31.0000 19.0000 34.0000 11.0016 -140.2667 75.8256 57750.4860 -54.6072 57805.1
2014.0000 8.0000 31.0000 19.0000 34.3020 38.0772 -140.2685 75.8257 57750.6071 -54.5461 57805.2
2014.0000 8.0000 31.0000 19.0000 35.0000 42.4803 -140.2702 75.8258 57750.8355 -54.4820 57805.3
2014.0000 8.0000 31.0000 19.0000 36.0000 28.0410 -140.2720 75.8259 57751.0748 -54.4158 57805.5
2014.0000 8.0000 31.0000 19.0000 37.0000 15.4687 -140.2737 75.8261 57751.3906 -54.3392 57805.7
2014.0000 8.0000 31.0000 19.0000 37.9828 4.2856 -140.2755 75.8262 57751.7336 -54.2609 57806
2014.0000 8.0000 31.0000 19.0000 38.0000 49.1650 -140.2772 75.8263 57752.0268 -54.1813 57806.2
2014.0000 8.0000 31.0000 19.0000 39.0000 35.4121 -140.2790 75.8264 57752.4768 -54.0968 57806.6
2014.0000 8.0000 31.0000 19.0000 40.0000 20.3559 -140.2808 75.8265 57752.9953 -54.0102 57807
2014.0000 8.0000 31.0000 19.0000 40.8203 12.0604 -140.2826 75.8266 57753.4457 -53.9307 57807.4
2014.0000 8.0000 31.0000 19.0000 41.0000 44.7651 -140.2843 75.8267 57754.0133 -53.8279 57807.8
2014.0000 8.0000 31.0000 19.0000 42.0000 28.9603 -140.2861 75.8269 57754.5338 -53.7102 57808.2
2014.0000 8.0000 31.0000 19.0000 43.0000 11.3017 -140.2879 75.8270 57755.1048 -53.5926 57808.7
2014.0000 8.0000 31.0000 19.0000 43.0000 53.6926 -140.2897 75.8270 57755.6299 -53.4655 57809.1
2014.0000 8.0000 31.0000 19.0000 44.0000 38.2624 -140.2915 75.8271 57756.3360 -53.3205 57809.7
2014.0000 8.0000 31.0000 19.0000 45.0000 22.5566 -140.2932 75.8272 57757.0447 -53.1630 57810.2
2014.0000 8.0000 31.0000 19.0000 46.0000 6.1993 -140.2950 75.8273 57757.7240 -52.9966 57810.7
2014.0000 8.0000 31.0000 19.0000 46.0000 49.5697 -140.2968 75.8274 57758.3892 -52.8247 57811.2
2014.0000 8.0000 31.0000 19.0000 47.0000 35.2124 -140.2986 75.8276 57759.0024 -52.6419 57811.6
2014.0000 8.0000 31.0000 19.0000 48.0000 19.6593 -140.3004 75.8277 57759.6542 -52.4620 57812.1
2014.0000 8.0000 31.0000 19.0000 48.9193 7.1922 -140.3021 75.8277 57760.2713 -52.2851 57812.6
2014.0000 8.0000 31.0000 19.0000 49.0000 44.0616 -140.3040 75.8278 57760.8404 -52.1213 57813
2014.0000 8.0000 31.0000 19.0000 50.0000 24.8632 -140.3058 75.8279 57761.3612 -51.9756 57813.3
2014.0000 8.0000 31.0000 19.0000 50.9973 3.8703 -140.3076 75.8279 57761.7545 -51.8270 57813.6
2014.0000 8.0000 31.0000 19.0000 51.0000 40.1076 -140.3094 75.8280 57762.0397 -51.6883 57813.7
2014.0000 8.0000 31.0000 19.0000 52.0000 13.3649 -140.3112 75.8281 57762.2501 -51.5618 57813.8
2014.0000 8.0000 31.0000 19.0000 52.0000 41.0769 -140.3129 75.8282 57762.3954 -51.4680 57813.9
2014.0000 8.0000 31.0000 19.0000 53.0000 13.1541 -140.3147 75.8283 57762.4331 -51.3727 57813.8
2014.0000 8.0000 31.0000 19.0000 53.0000 48.8794 -140.3165 75.8284 57762.3223 -51.2742 57813.6
2014.0000 8.0000 31.0000 19.0000 54.0000 24.3694 -140.3183 75.8285 57762.0994 -51.1868 57813.3
2014.0000 8.0000 31.0000 19.0000 54.8702 9.5015 -140.3201 75.8285 57761.9623 -51.0882 57813.1
2014.0000 8.0000 31.0000 19.0000 55.0000 43.2851 -140.3218 75.8287 57761.7459 -50.9748 57812.7
2014.0000 8.0000 31.0000 19.0000 56.0000 29.5686 -140.3236 75.8288 57761.5122 -50.8400 57812.4
2014.0000 8.0000 31.0000 19.0000 57.0000 19.2735 -140.3253 75.8290 57761.2455 -50.7058 57812
2014.0000 8.0000 31.0000 19.0000 58.0000 5.4857 -140.3270 75.8291 57761.0644 -50.6010 57811.7
2014.0000 8.0000 31.0000 19.0000 58.9367 6.4062 -140.3288 75.8293 57760.7189 -50.4675 57811.2
2014.0000 8.0000 31.0000 19.9983 0.0997 5.8645 -140.3305 75.8294 57760.4303 -50.3193 57810.7
2014.0000 8.0000 31.0000 20.0000 1.0000 6.1668 -140.3323 75.8295 57760.0839 -50.2013 57810.3
2014.0000 8.0000 31.0000 20.0000 1.0000 13.9360 -140.3325 75.8295 57759.6647 -50.1883 57809.9
2014.0000 8.0000 31.0000 20.0000 2.0000 19.0796 -140.3307 75.8294 57759.2374 -50.1332 57809.4
2014.0000 8.0000 31.0000 20.0000 3.0000 23.7137 -140.3290 75.8293 57758.7624 -50.1570 57808.9
2014.0000 8.0000 31.0000 20.0000 4.0000 41.7939 -140.3273 75.8291 57758.2287 -50.2496 57808.5
2014.0000 8.0000 31.0000 20.0000 6.0000 24.2104 -140.3255 75.8290 57757.5160 -50.4320 57807.9
2014.0000 8.0000 31.0000 20.0000 8.0000 50.5648 -140.3238 75.8288 57756.6663 -50.7662 57807.4
2014.0000 8.0000 31.0000 20.0000 14.0000 23.6081 -140.3221 75.8287 57755.7523 -51.0476 57806.8
2014.0000 8.0000 31.0000 20.0000 16.0000 16.8928 -140.3203 75.8286 57754.8454 -51.0269 57805.9
2014.0000 8.0000 31.0000 20.0000 17.0000 25.8557 -140.3186 75.8285 57753.8892 -51.0143 57804.9
2014.0000 8.0000 31.0000 20.0000 17.9784 6.4304 -140.3197 75.8285 57752.8893 -51.0255 57803.9
2014.0000 8.0000 31.0000 20.0000 18.8019 15.1257 -140.3214 75.8286 57751.9387 -51.0477 57803
2014.0000 8.0000 31.0000 20.0000 19.0000 55.4617 -140.3232 75.8288 57750.9818 -51.0769 57802.1
2014.0000 8.0000 31.0000 20.0000 20.0000 51.4453 -140.3249 75.8289 57750.0623 -51.1076 57801.2
2014.0000 8.0000 31.0000 20.0000 21.2159 47.2197 -140.3266 75.8291 57749.0613 -51.1112 57800.2
2014.0000 8.0000 31.0000 20.0000 23.0000 34.8785 -140.3284 75.8292 57748.0920 -51.0528 57799.1
2014.0000 8.0000 31.0000 20.0000 27.0000 24.6201 -140.3301 75.8294 57747.0527 -50.9706 57798
2014.0000 8.0000 31.0000 20.0000 29.0000 3.1711 -140.3319 75.8295 57746.0355 -50.9336 57797
2014.0000 8.0000 31.0000 20.0000 30.0000 2.9034 -140.3336 75.8296 57744.9326 -50.9230 57795.9
2014.0000 8.0000 31.0000 20.0000 30.0000 46.9984 -140.3354 75.8297 57743.7884 -50.9207 57794.7
2014.0000 8.0000 31.0000 20.0000 31.0000 23.8567 -140.3372 75.8298 57742.5532 -50.9177 57793.5
2014.0000 8.0000 31.0000 20.0000 31.8290 7.8070 -140.3390 75.8299 57741.3623 -50.9039 57792.3
2014.0000 8.0000 31.0000 20.0000 32.0000 25.7907 -140.3407 75.8301 57740.1629 -50.8886 57791.1
2014.0000 8.0000 31.0000 20.0000 32.0054 50.0257 -140.3425 75.8302 57738.9375 -50.8624 57789.8
2014.0000 8.0000 31.0000 20.0000 33.0000 13.2627 -140.3443 75.8302 57737.7480 -50.8340 57788.6
2014.0000 8.0000 31.0000 20.0000 33.0000 35.9111 -140.3461 75.8303 57736.5204 -50.8069 57787.3
2014.0000 8.0000 31.0000 20.0000 33.8870 4.6842 -140.3478 75.8305 57735.4590 -50.7736 57786.2
2014.0000 8.0000 31.0000 20.0000 34.0000 19.8372 -140.3496 75.8306 57734.5277 -50.7427 57785.3
2014.0000 8.0000 31.0000 20.0000 34.0000 40.9049 -140.3514 75.8306 57733.6802 -50.7115 57784.4
2014.0000 8.0000 31.0000 20.0000 35.0000 3.9443 -140.3532 75.8307 57732.9059 -50.6692 57783.6
2014.0000 8.0000 31.0000 20.0000 35.0000 27.5336 -140.3550 75.8309 57732.1721 -50.6293 57782.8
2014.0000 8.0000 31.0000 20.0000 35.0322 49.1100 -140.3567 75.8310 57731.4569 -50.5761 57782
2014.0000 8.0000 31.0000 20.0000 36.0000 14.6450 -140.3585 75.8311 57730.8350 -50.5141 57781.3
2014.0000 8.0000 31.0000 20.0000 36.0000 36.7473 -140.3603 75.8312 57730.2620 -50.4587 57780.7
2014.0000 8.0000 31.0000 20.0000 36.9617 1.1070 -140.3620 75.8314 57729.6409 -50.3858 57780
2014.0000 8.0000 31.0000 20.0000 37.0000 21.5912 -140.3637 75.8315 57729.1218 -50.3086 57779.4
2014.0000 8.0000 31.0000 20.0000 37.0000 43.4032 -140.3655 75.8316 57728.5645 -50.2315 57778.8
2014.0000 8.0000 31.0000 20.0000 38.0000 3.7761 -140.3673 75.8317 57728.1238 -50.1505 57778.3
2014.0000 8.0000 31.0000 20.0000 38.0000 23.9583 -140.3691 75.8318 57727.6054 -50.0681 57777.7
2014.0000 8.0000 31.0000 20.0000 38.0000 43.5258 -140.3709 75.8318 57727.1431 -49.9850 57777.1
2014.0000 8.0000 31.0000 20.0000 39.0000 3.7027 -140.3727 75.8319 57726.7486 -49.8929 57776.6
2014.0000 8.0000 31.0000 20.0000 39.0000 26.8271 -140.3745 75.8320 57726.3258 -49.7858 57776.1
2014.0000 8.0000 31.0000 20.0000 39.0000 44.5589 -140.3763 75.8321 57725.9804 -49.7053 57775.7
2014.0000 8.0000 31.0000 20.0000 40.0000 1.5136 -140.3781 75.8321 57725.6458 -49.6391 57775.3
2014.0000 8.0000 31.0000 20.0000 40.0000 18.2378 -140.3799 75.8322 57725.3048 -49.5739 57774.9
2014.0000 8.0000 31.0000 20.0000 40.0000 35.4511 -140.3817 75.8323 57724.9698 -49.5054 57774.5
2014.0000 8.0000 31.0000 20.0000 40.3154 34.8667 -140.3835 75.8324 57724.7305 -49.4322 57774.2
2014.0000 8.0000 31.0000 20.0000 41.0000 11.7756 -140.3853 75.8325 57724.4606 -49.3608 57773.8
2014.0000 8.0000 31.0000 20.0000 41.0000 29.8282 -140.3870 75.8326 57724.1694 -49.2894 57773.5
2014.0000 8.0000 31.0000 20.0000 41.0000 47.0486 -140.3888 75.8327 57723.9265 -49.2226 57773.1
2014.0000 8.0000 31.0000 20.0000 42.0000 3.8512 -140.3907 75.8327 57723.6539 -49.1613 57772.8
